timestamp,price,amount,log_return,sma,vwap,volatility
2025-08-12 14:56:22.361,119291.5,6,0.0,119291.5,119291.5,0.0
2025-08-12 14:56:27.879,119291.5,36,0.0,119291.5,119291.5,0.0
2025-08-12 14:56:30.473,119291.5,30,0.0,119291.5,119291.5,0.0
2025-08-12 14:56:22.361,119291.5,6,0.0,119291.5,119291.5,0.0
2025-08-12 14:56:27.879,119291.5,36,0.0,119291.5,119291.5,0.0
2025-08-12 14:56:30.473,119291.5,30,0.0,119291.5,119291.5,0.0
2025-08-12 14:56:36.843,119291.6,82,8.382823427901317e-07,119291.51428571428,119291.53628318585,3.168409439256125e-07
2025-08-12 14:56:39.044,119291.5,2,-8.382823427362434e-07,119291.5125,119291.5359649123,4.480807600002922e-07
2025-08-12 14:56:40.123,119291.6,110,8.382823427901317e-07,119291.52222222222,119291.55680473374,5.037449950285285e-07
2025-08-12 14:56:22.361,119291.5,6,-8.382823427362434e-07,119291.51999999999,119291.5558139535,5.588548951754583e-07
2025-08-12 14:56:27.879,119291.5,36,0.0,119291.51818181817,119291.5505263158,5.30176305086728e-07
2025-08-12 14:56:30.473,119291.5,30,0.0,119291.51666666666,119291.5468292683,5.055032726046528e-07
2025-08-12 14:56:36.843,119291.6,82,8.382823427901317e-07,119291.52307692308,119291.55569105693,5.369304156584471e-07
2025-08-12 14:56:39.044,119291.5,2,-8.382823427362434e-07,119291.52142857143,119291.55546558705,5.695007069038113e-07
2025-08-12 14:56:40.123,119291.6,110,8.382823427901317e-07,119291.52666666666,119291.56357615895,5.899257328720421e-07
2025-08-12 14:56:43.783,119291.6,8,0.0,119291.53125,119291.56405228759,5.700936281558433e-07
2025-08-12 14:56:46.352,119291.6,2,0.0,119291.53529411765,119291.56416938112,5.521370240027647e-07
2025-08-12 14:56:46.352,119291.6,66,0.0,119291.5388888889,119291.56764705882,5.357776730584452e-07
2025-08-12 14:56:46.850,119291.8,10,1.6765625773235736e-06,119291.55263157895,119291.57101449276,6.410502473870617e-07
2025-08-12 14:56:47.120,119305.0,2,0.0001106469157462759,119292.225,119291.6098265896,2.47196817423143e-05
2025-08-12 14:56:50.707,119307.1,6,1.7601789683470775e-05,119293.005,119291.74297994269,2.4820765438700212e-05
2025-08-12 14:56:51.243,119307.1,52,0.0,119293.785,119292.80773333333,2.4820765438700212e-05
2025-08-12 14:56:51.243,119307.1,58,0.0,119294.56500000002,119293.83366336633,2.4820765438700212e-05
2025-08-12 14:56:22.361,119291.5,6,-0.00013076355034973038,119294.56500000002,119293.81646191646,3.950975825324684e-05
2025-08-12 14:56:27.879,119291.5,36,0.0,119294.56500000002,119293.71835294117,3.950975825324684e-05
2025-08-12 14:56:30.473,119291.5,30,0.0,119294.56500000002,119293.64272727272,3.950975825324684e-05
2025-08-12 14:56:36.843,119291.6,82,8.382823427901317e-07,119294.56499999999,119293.4686070686,3.950975825324684e-05
2025-08-12 14:56:39.044,119291.5,2,-8.382823427362434e-07,119294.56499999999,119293.46452282157,3.950975825324684e-05
2025-08-12 14:56:40.123,119291.6,110,8.382823427901317e-07,119294.56499999999,119293.27355679702,3.950975825324684e-05
2025-08-12 14:56:43.783,119291.6,8,0.0,119294.56999999999,119293.26118299445,3.9509266797216905e-05
2025-08-12 14:56:46.352,119291.6,2,0.0,119294.575,119293.25811808118,3.9509266797216905e-05
2025-08-12 14:56:46.352,119291.6,66,0.0,119294.58,119293.16295652174,3.9509266797216905e-05
2025-08-12 14:56:46.850,119291.8,10,1.6765625773235736e-06,119294.59000000001,119293.15120689655,3.951060073060314e-05
2025-08-12 14:56:47.120,119305.0,2,0.0001106469157462759,119295.26500000001,119293.17160068847,4.6601650308417654e-05
2025-08-12 14:56:50.707,119307.1,6,1.7601789683470775e-05,119296.04000000001,119293.24315068492,4.666111484962491e-05
2025-08-12 14:56:51.243,119307.1,52,0.0,119296.81500000002,119293.8337704918,4.666111484962491e-05
2025-08-12 14:56:51.243,119307.1,58,0.0,119297.59,119294.43583724569,4.666111484962491e-05
2025-08-12 14:56:58.331,119307.1,2,0.0,119298.36499999999,119294.45562499999,4.666111484962491e-05
2025-08-12 14:56:22.361,119291.5,6,-0.00013076355034973038,119298.35,119294.44183514774,5.587012237995317e-05
2025-08-12 14:56:27.879,119291.5,36,0.0,119297.675,119294.3617246596,4.943109929594222e-05
2025-08-12 14:56:30.473,119291.5,30,0.0,119296.89499999999,119294.29822485206,4.915107691345282e-05
2025-08-12 14:56:36.843,119291.6,82,8.382823427901317e-07,119296.12,119294.14393305438,4.915730289603962e-05
2025-08-12 14:56:39.044,119291.5,2,-8.382823427362434e-07,119295.34,119294.14025069636,4.915182938602431e-05
2025-08-12 14:56:40.123,119291.6,110,8.382823427901317e-07,119295.345,119293.95950840878,3.9509266797216905e-05
2025-08-12 14:56:43.783,119291.6,8,0.0,119295.35,119293.94736164736,3.9509266797216905e-05
2025-08-12 14:56:46.352,119291.6,2,0.0,119295.35499999998,119293.944344473,3.9509266797216905e-05
2025-08-12 14:56:46.352,119291.6,66,0.0,119295.35500000001,119293.8489519112,3.950882214125543e-05
2025-08-12 14:56:46.850,119291.8,10,1.6765625773235736e-06,119295.37000000002,119293.83639705881,3.951001567580091e-05
2025-08-12 14:56:47.120,119305.0,2,0.0001106469157462759,119296.04000000001,119293.8500611995,4.6606590179663414e-05
2025-08-12 14:56:50.707,119307.1,6,1.7601789683470775e-05,119296.81500000002,119293.89853658534,4.666111484962491e-05
2025-08-12 14:56:51.243,119307.1,52,0.0,119297.59,119294.30425531912,4.666111484962491e-05
2025-08-12 14:56:51.243,119307.1,58,0.0,119298.36499999999,119294.72834285712,4.666111484962491e-05
2025-08-12 14:56:58.331,119307.1,2,0.0,119299.13,119294.7424657534,4.6671734103443074e-05
2025-08-12 14:57:04.513,119307.1,142,0.0,119299.23500000002,119295.66895459342,3.970345333534281e-05
2025-08-12 14:57:04.513,119307.1,332,0.0,119299.23500000002,119297.3738544474,3.95078860070835e-05
2025-08-12 14:57:04.513,119307.1,332,0.0,119299.23499999999,119298.63620015634,3.95078860070835e-05
2025-08-12 14:57:04.513,119307.1,110,0.0,119299.23500000002,119298.98515742125,3.95078860070835e-05
2025-08-12 14:57:04.513,119307.1,94,0.0,119299.23500000002,119299.26133236781,3.95078860070835e-05
2025-08-12 14:57:04.513,119307.1,112,0.0,119300.01500000001,119299.56680584548,2.481778508412357e-05
2025-08-12 14:57:04.513,119307.1,266,0.0,119300.79500000001,119300.20496815283,2.481778508412357e-05
2025-08-12 14:57:04.513,119307.1,66,0.0,119301.575,119300.34691203991,2.481778508412357e-05
2025-08-12 14:57:04.513,119307.1,102,0.0,119302.35,119300.5551390568,2.482862365299217e-05
2025-08-12 14:57:04.513,119307.1,18,0.0,119303.13,119300.59055923029,2.4816294772611242e-05
2025-08-12 14:57:04.513,119307.1,418,0.0,119303.905,119301.3173076923,2.482713399209236e-05
2025-08-12 14:57:04.513,119307.1,8,0.0,119304.68000000001,119301.32963752664,2.482713399209236e-05
2025-08-12 14:57:05.010,119307.0,2,-8.381734357614431e-07,119305.45,119301.33265849759,2.4839381361231938e-05
2025-08-12 14:57:06.164,119307.1,2,8.381734357758647e-07,119306.22500000002,119301.33572949945,2.482862326596539e-05
2025-08-12 14:57:10.077,119307.0,18,-8.381734357614431e-07,119306.98500000002,119301.36274509803,2.4860662633757044e-05
2025-08-12 14:57:11.235,119307.1,2,8.381734357758647e-07,119307.09,119301.36578389829,3.954624134723045e-06
2025-08-12 14:57:11.598,119307.1,2,0.0,119307.09,119301.36881948118,3.845803477555194e-07
2025-08-12 14:57:12.071,119307.1,20,0.0,119307.09000000001,119301.39899947339,3.845803477555194e-07
2025-08-12 14:57:13.495,119307.0,2,-8.381734357614431e-07,119307.085,119301.4019473684,4.278186289780877e-07
2025-08-12 14:56:22.361,119291.5,6,-0.00012992537691398386,119306.30500000001,119301.38633736204,2.9045482423243288e-05
2025-08-12 14:56:27.879,119291.5,36,0.0,119305.525,119301.29370119727,2.9045482423243288e-05
2025-08-12 14:56:30.473,119291.5,30,0.0,119304.745,119301.21782024791,2.9045482423243288e-05
2025-08-12 14:56:36.843,119291.6,82,8.382823427901317e-07,119303.97000000002,119301.01836115324,2.905601685468547e-05
2025-08-12 14:56:39.044,119291.5,2,-8.382823427362434e-07,119303.19000000002,119301.01354903942,2.9046755747236618e-05
2025-08-12 14:56:40.123,119291.6,110,8.382823427901317e-07,119302.41500000001,119300.75887850465,2.9057289717047844e-05
2025-08-12 14:56:43.783,119291.6,8,0.0,119301.63999999998,119300.74089347076,2.9057289717047844e-05
2025-08-12 14:56:46.352,119291.6,2,0.0,119300.86499999999,119300.73640824335,2.9057289717047844e-05
2025-08-12 14:56:46.352,119291.6,66,0.0,119300.09000000001,119300.59082568805,2.9057289717047844e-05
2025-08-12 14:56:46.850,119291.8,10,1.6765625773235736e-06,119299.325,119300.56965317918,2.9079427283417213e-05
2025-08-12 14:56:47.120,119305.0,2,0.0001106469157462759,119299.22,119300.57178623012,3.914634087079563e-05
2025-08-12 14:56:50.707,119307.1,6,1.7601789683470775e-05,119299.22,119300.58120192307,3.936442303583664e-05
2025-08-12 14:56:51.243,119307.1,52,0.0,119299.22,119300.66168091167,3.936442303583664e-05
2025-08-12 14:56:51.243,119307.1,58,0.0,119299.225,119300.74913348944,3.936392989346703e-05
2025-08-12 14:56:58.331,119307.1,2,0.0,119299.225,119300.75210674157,3.936348371171391e-05
2025-08-12 14:57:04.513,119307.1,142,0.0,119299.22999999998,119300.95632079744,3.936299055757639e-05
2025-08-12 14:57:04.513,119307.1,332,0.0,119299.23000000001,119301.38609355246,3.936254436517571e-05
2025-08-12 14:57:04.513,119307.1,332,0.0,119299.23000000001,119301.7596691611,3.936254436517571e-05
2025-08-12 14:57:04.513,119307.1,110,0.0,119299.23000000001,119301.8728989977,3.936254436517571e-05
2025-08-12 14:57:04.513,119307.1,94,0.0,119299.23500000002,119301.96592199925,3.9362051199269434e-05
2025-08-12 14:57:04.513,119307.1,112,0.0,119300.01500000001,119302.07252502782,2.481778508412358e-05
2025-08-12 14:57:04.513,119307.1,266,0.0,119300.795,119302.30879858659,2.481778508412358e-05
2025-08-12 14:57:04.513,119307.1,66,0.0,119301.575,119302.36402375133,2.481778508412358e-05
2025-08-12 14:57:04.513,119307.1,102,0.0,119302.35,119302.44691146193,2.4828623652992178e-05
2025-08-12 14:57:04.513,119307.1,18,0.0,119303.13,119302.46123845366,2.481629477261125e-05
2025-08-12 14:57:04.513,119307.1,418,0.0,119303.905,119302.77078544062,2.4827133992092366e-05
2025-08-12 14:57:04.513,119307.1,8,0.0,119304.68000000001,119302.77630739796,2.4827133992092366e-05
